,종로구,중구,용산구,성동구,광진구,동대문구,중랑구,성북구,강북구,도봉구,노원구,은평구,서대문구,마포구,양천구,강서구,구로구,금천구,영등포구,동작구,관악구,서초구,강남구,송파구,강동구
종로구,0.058823529411764705,0.05564148840746572,0.0,0.0,0.0,0.05292561240249632,0.05716619504750295,0.05170876899950191,0.0,0.05292561240249632,0.05716619504750295,0.07312724241271307,0.0,0.05057217374241736,0.05292561240249632,0.05716619504750295,0.058823529411764705,0.0,0.05716619504750295,0.0,0.05057217374241736,0.058823529411764705,0.058823529411764705,0.05716619504750295,0.0
중구,0.05564148840746572,0.05263157894736841,0.0,0.0,0.0,0.05006261743217588,0.05407380704358751,0.04891159880445184,0.0,0.05006261743217588,0.05407380704358751,0.06917144638660747,0.06131393394849658,0.047836487323493986,0.05006261743217588,0.05407380704358751,0.05564148840746572,0.0,0.05407380704358751,0.0,0.047836487323493986,0.05564148840746572,0.05564148840746572,0.05407380704358751,0.0512989176042577
용산구,0.0,0.0,0.07692307692307693,0.09245003270420485,0.08770580193070293,0.060522753266880246,0.0,0.05913123959890826,0.0,0.060522753266880246,0.0,0.0,0.07412493166611013,0.05783149319662403,0.060522753266880246,0.0,0.0,0.07692307692307693,0.0,0.07692307692307693,0.05783149319662403,0.0,0.0,0.0,0.06201736729460423
성동구,0.0,0.0,0.09245003270420485,0.1111111111111111,0.10540925533894598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0890870806374748,0.06950480468569159,0.0,0.0,0.0,0.09245003270420485,0.0,0.09245003270420485,0.06950480468569159,0.0,0.0,0.0,0.07453559924999298
광진구,0.0,0.0,0.08770580193070293,0.10540925533894598,0.1,0.0,0.0,0.0674199862463242,0.0,0.0,0.0,0.0,0.08451542547285167,0.0659380473395787,0.0,0.0,0.0,0.08770580193070293,0.0,0.08770580193070293,0.0659380473395787,0.0,0.0,0.0,0.07071067811865475
동대문구,0.05292561240249632,0.05006261743217588,0.060522753266880246,0.0,0.0,0.04761904761904762,0.051434449987363975,0.04652421051992354,0.0,0.04761904761904762,0.051434449987363975,0.0,0.058321184351980436,0.04550157551932901,0.04761904761904762,0.051434449987363975,0.05292561240249632,0.060522753266880246,0.051434449987363975,0.060522753266880246,0.04550157551932901,0.05292561240249632,0.05292561240249632,0.051434449987363975,0.04879500364742666
중랑구,0.05716619504750295,0.05407380704358751,0.0,0.0,0.0,0.051434449987363975,0.055555555555555566,0.050251890762960605,0.0,0.051434449987363975,0.055555555555555566,0.07106690545187015,0.0,0.049147318718299055,0.051434449987363975,0.055555555555555566,0.05716619504750295,0.0,0.055555555555555566,0.0,0.049147318718299055,0.05716619504750295,0.05716619504750295,0.055555555555555566,0.052704627669472995
성북구,0.05170876899950191,0.04891159880445184,0.05913123959890826,0.0,0.0674199862463242,0.04652421051992354,0.050251890762960605,0.04545454545454545,0.0,0.04652421051992354,0.050251890762960605,0.0,0.05698028822981897,0.044455422447438706,0.04652421051992354,0.050251890762960605,0.05170876899950191,0.05913123959890826,0.050251890762960605,0.05913123959890826,0.044455422447438706,0.05170876899950191,0.05170876899950191,0.050251890762960605,0.04767312946227961
강북구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4999999999999999,0.0,0.0,0.21320071635561041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
도봉구,0.05292561240249632,0.05006261743217588,0.060522753266880246,0.0,0.0,0.04761904761904762,0.051434449987363975,0.04652421051992354,0.0,0.04761904761904762,0.051434449987363975,0.0,0.058321184351980436,0.04550157551932901,0.04761904761904762,0.051434449987363975,0.05292561240249632,0.060522753266880246,0.051434449987363975,0.060522753266880246,0.04550157551932901,0.05292561240249632,0.05292561240249632,0.051434449987363975,0.04879500364742666
